reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
df815ad0-0587-4341-8abd-75f8b1203ef7,Apasaja,https://play-lh.googleusercontent.com/a/ACg8ocKHE5cURuGrEYd--MKwO8MEx08XD1mE3h97H_VSBHTWOadRcw=mo,aplikasisinya sangat jelek setiap aku mau beli tiket gak bisa terus udah ganti hp juga sama aja kalo hp aku yang ngleg gak mungkin ini soalnya hp baru sangat tidak di rekomendasikan😡,1,8,3.14.0,2025-04-06 12:35:10,"Hi TIX Hunter, mohon maaf atas ketidaknyamanannya. Mohon untuk lakukan tips berikut yaitu clear data terlebih dahulu lalu nyalakan airplane mode beberapa saat. Setelah itu Anda dapat mencoba kembali. Jika masih terkendala, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2025-04-06 13:04:54,3.14.0
e556f51c-840b-4ebd-81af-31b06f4666ce,Kharisma Yuzhar,https://play-lh.googleusercontent.com/a-/ALV-UjVn59T1VwZaLoqwhm2rCkhW-5kP2cvf-oBfiGJX39wbaueWIVjL,"hari ini pesen tiket via tix id pemesanan gagal dan uang tidak di refund dalam kurun waktu yg cepat, hari ini udah ambil cuti dan gagal nonton karna kehabisan tiket di jam yg saya mau saya kecewa karna dana tidak kembali dengan cepat saat proses gagal, sudah di email ke help tix id responnya lambat",1,9,3.14.0,2025-04-09 03:23:21,"Hi TIX Hunter, kami mohon maaf atas ketidaknyamanan yang Anda alami. Mengenai kendala Anda mohon menunggu kabar selanjutnya sesuai estimasi yang telah kami informasikan pada email Anda. Untuk updatenya, Anda dapat mengirimkan email kembali kepada kami di help@tix.id. Terima kasih/Bagas",2025-04-09 03:38:52,3.14.0
442ec7da-baa2-4c4e-8d17-5cdc278f6aa7,Hero Putra,https://play-lh.googleusercontent.com/a-/ALV-UjWUPCVZNArySfoa6Uj8ZOs0-uwsvGTOTYXmjgLUUNsSnlaN5Tk,saya cek jadwal minecraft Di cinemapolis balikpapan ada jam 21:00 tapi pas menuju ke cinemanya malah gada jadwalnya aneh. dari pihak cinemapolis Balikpapan menyebutkan bahwa ini kesalahAn aplikasi karna sudah menyita waktu saya saya beri bintang 1. terimakasih. sungguh mengecewakan saya padahal bawa keluarga total 17 orang. semua dari luar kota ingin nonton minecraft.,1,5,3.14.0,2025-04-09 13:24:35,"Hi TIX Hunter, terima kasih atas review Anda dan kami mohon maaf atas ketidaknyamanan yang terjadi. Mohon berkenan mengirimkan info lengkapnya dengan menghubungi customer service kami melalui email di help@tix.id. Terima kasih/Miko",2025-04-10 05:13:52,3.14.0
c8d3e638-0742-4cc8-8777-72824c6d9655,Rida Amelia Haidar,https://play-lh.googleusercontent.com/a-/ALV-UjXBUnTUv1IJxcyTqcllXxiKteOPue6degfjtGI1u6Dv3oMkeXk,kok setiap mau msuk ke tix suruh coba lagi ada apa yah? udah smpe di uninstal masih sama tulisannya coba lagi trus..tolong diperbaiki mkshh🙏,1,3,3.14.0,2025-04-13 03:52:17,"Dear TIX Hunter,

Terima kasih telah menghubungi TIX IDMohon maaf atas ketidaknyamanan yang Anda rasakan mengenai transaksi di aplikasi TIX ID. Mohon kesediaan Anda untuk merefresh aplikasi TIX ID dan silahkan melakukan pengecekan kembali pada aplikasi TIX ID Anda pada menu TIket Aktif.

Jika ada hal lain yang ingin disampaikan, mohon berkenan m...",2025-04-13 04:03:35,3.14.0
0e002eb5-8d95-4c22-84b9-b6e8cfd857c3,Mbuhhhyoo 123_,https://play-lh.googleusercontent.com/a/ACg8ocLn_-W81HGrMULOTDY2-V9fkV1D3OXFtr05HxAVrWuN2o3P1w=mo,baru instal 1 menit lngsng hapus . soalnya gak ada kota ku. mungkin bisa tambahin kota lainya masa yang ada cuma kota kota tertentu aja😏,1,2,3.14.0,2025-04-16 03:47:03,"Hi TIX Hunter, mohon maaf atas ketidaknyamanannya. Mohon berkenan menginformasikan kendala Anda melalui Customer Service kami di help@tix.id. Terima kasih /Bella",2025-04-16 03:58:30,3.14.0
f1e0dcf8-3528-4a3e-b9ba-22e7270f54f1,Sri Yulianingsih,https://play-lh.googleusercontent.com/a/ACg8ocKT4MDZamELsz6ENvfIxvREjfsdKeny9mAruo7AauqIRn97lw=mo,proses refund yg berbelit. dana refund saya sampai saat ini belum kembali.. padahal pembatalan dilakukan oleh pihak bioskop bukan pihak cust. ayo bagaimana ini tix solusinya,1,4,3.14.0,2025-04-14 06:32:34,"Hi TIX Hunter, terima kasih atas review Anda dan kami mohon maaf atas ketidaknyamanan yang terjadi. Mohon berkenan mengirimkan info lengkapnya dengan menghubungi customer service kami melalui email di help@tix.id. Terima kasih/Miko",2025-04-14 06:44:40,3.14.0
4e5ea2c0-40a6-4575-8a7c-c2c273d8cef3,Silvira Badjri,https://play-lh.googleusercontent.com/a-/ALV-UjWwvbhQn_HlVXLvRETn2M2c9XEScfMtBIijfqreeW5HzuAS2jU,"udah bayar udah pesen eh malah di refund dari aplikasi nya, mana duit gue blom balik tapi di refund tiket ny aneh bgt, duit gue dipotong tapi tiket gaada, penipu lo aplikasi",1,8,3.14.0,2025-04-07 07:35:29,"Hi TIX Hunter, terima kasih atas review Anda dan kami mohon maaf atas ketidaknyamanan yang terjadi. Mohon berkenan mengirimkan info lengkapnya dengan menghubungi customer service kami melalui email di help@tix.id. Terima kasih/Miko",2025-04-07 07:48:24,3.14.0
0ec47519-e7ac-42e8-b969-e00bc9dc4d4e,zihan septi,https://play-lh.googleusercontent.com/a-/ALV-UjUyUm7ZxRuKhQkgnBaVLPjeM41jZ94dBeOBZfP0lWXDT0FBwg0,"refund gagal proses pengembaliannya lama sekali, membuat kita mau gamau harus ubah jam nntn karena bangku yg kita mau keburu habis, mau beli lagi gabisa karena dananya aja blm dikembalikan",1,8,3.14.0,2025-04-09 09:07:22,"Hi TIX Hunter, terima kasih atas review Anda dan kami mohon maaf atas ketidaknyamanan yang terjadi. Mohon berkenan mengirimkan info lengkapnya dengan menghubungi customer service kami melalui email di help@tix.id. Terima kasih/Miko",2025-04-09 10:22:54,3.14.0
e9075a8a-1928-4498-8bf9-c6c24d9681c0,Pandu Herman Kusumah,https://play-lh.googleusercontent.com/a-/ALV-UjVDf5Q_I6K7ibXqp2iRNpR4seinhQ5xcajvbqpUlADObWhdmsxL,"mumpung ada promo mau nonton eh pas beli susah dapet tiket nya, loading terus.. tingaktin lagi dong..",2,3,3.14.0,2025-04-13 03:34:40,"Hi TIX Hunter, mohon maaf atas ketidaknyamanannya. Mohon berkenan mencoba kembali. Jika Anda memiliki pertanyaan lainnya, mohon untuk menghubungi Customer Service melalui email di help@tix.id. Terima kasih / Bella",2025-04-13 04:42:45,3.14.0
0f34a337-a85d-48f2-90b4-1a349428643a,Mufidah Rifani,https://play-lh.googleusercontent.com/a-/ALV-UjWgPRFh3PXGxyR2W0sny_XSVeaRhqE1nbwA2xWn3AKnIg37XhY,"Aplikasinya error setiap promo, padahal jaringan oke² aja. sebenernya niat ngasih promo apa engga sih😂",2,2,3.14.0,2025-04-13 03:55:41,"Hi TIX Hunter, mohon maaf atas ketidaknyamanannya. Mohon berkenan mencoba kembali. Jika Anda memiliki pertanyaan lainnya, mohon untuk menghubungi Customer Service melalui email di help@tix.id. Terima kasih / Bella",2025-04-13 04:41:17,3.14.0
e446739a-4b41-49fe-aa77-4d4d8e53a0c8,Farrel Karyanto,https://play-lh.googleusercontent.com/a-/ALV-UjVocVt4jOCcoHQsPD1hDVJs5LiVlwt0bzN6_hCbL-zCh4t_C3Ga,"kenapa ya,pas mau buka app satu hari setelah donwload pasti selalu error. udah gatau brp kali ini donwload ulang terus",1,4,3.14.0,2025-04-10 04:11:37,"Hi TIX Hunter, mohon maaf atas ketidaknyamanannya. Mohon untuk lakukan tips berikut yaitu clear data terlebih dahulu lalu nyalakan airplane mode beberapa saat. Setelah itu Anda dapat mencoba kembali. Jika masih terkendala, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2025-04-10 05:15:02,3.14.0
1e3a9d07-45ce-4ab5-940e-f50319f82444,Ira N,https://play-lh.googleusercontent.com/a-/ALV-UjVYF9EWGfxvPiAAEozRHApd2qq3bVcmrOYjI1xzNbAYNLszeOs,kalau pas Film nya Baru.. rame penonton nya.. aman kan tiket nonton nya dengan TIX ID. gak perlu khawatir.. pasti dapet deh.. seat terbaik (pilihan mu sendiri). Bisa liat jam tayang dan film2 yg lagi tayang dan akan datang (coming soon)... Berlaku di semua Kota.. Tinggal pilih kota nya juga. Baik di XXI atau pun CGV.,5,197,3.13.0,2025-02-17 07:21:16,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Bagas",2025-02-17 07:25:20,3.13.0
d2ccf1db-5c79-48ad-b93e-1b83f3661428,Lisa Ningrum,https://play-lh.googleusercontent.com/a/ACg8ocIiD9abeGvxnEsmTPnc2WaI8_CRAi2-PXgXgbVMugmqXxJ0PQ=mo,"aplikasi kacau ini , saya sudah pesen tiket terus tiba tiba di refund dan saldo nya pun belum masuk masuk , KACAU NI APLIKASI",1,3,3.14.0,2025-04-14 07:02:20,"Hi TIX Hunter, kami mohon maaf atas ketidaknyamanan yang Anda alami. Mohon berkenan mengirimkan detailnya kepada kami melalui email di help@tix.id. Terima kasih/ Bella",2025-04-14 07:05:29,3.14.0
7af7312b-8ff0-473a-b514-9fb2c12e4e71,Junita amelia Putri,https://play-lh.googleusercontent.com/a-/ALV-UjU5feRl7uCFVjxtmunX4YrNmS8iIexL5gqh0e2aEi4Hkx2Djy9ieQ,"tolong perbaiki skrg dong ,kok aplikasi nya ngebug gak bisa dibuka stuck di logo tix nya sejak open app nya",2,2,3.14.0,2025-04-13 03:26:41,"Hi TIX Hunter, mohon maaf atas ketidaknyamanannya. Mohon berkenan mencoba kembali. Jika Anda memiliki pertanyaan lainnya, mohon untuk menghubungi Customer Service melalui email di help@tix.id. Terima kasih / Bella",2025-04-13 04:42:42,3.14.0
a690a08a-546c-4bf7-ad3e-81db3fdd9de2,Patimah Zahra,https://play-lh.googleusercontent.com/a/ACg8ocJ-AXoQN1iupy8roGaw7WYf_ogx7zjYF0BTvKiuU26zM6GtVQ=mo,mesen tiket nggak jelas di refund nya katanya ada kendala hubungan dengan bioskop dana belum di kembalikan mau beli lagi voucher udah tidak promo aneh bngt,2,4,3.14.0,2025-04-10 04:11:45,"Hi TIX Hunter, terima kasih atas review Anda dan kami mohon maaf atas ketidaknyamanan yang terjadi. Mohon berkenan mengirimkan info lengkapnya dengan menghubungi customer service kami melalui email di help@tix.id. Terima kasih/Miko",2025-04-10 05:13:53,3.14.0
70711017-84c6-45c0-b9a1-60a664d65373,ferry tata,https://play-lh.googleusercontent.com/a/ACg8ocJtI6p3I8zYvDsAmj5cBChKKHr4NBqOpadoDiEYmkycRivLHw=mo,"tiket yg sudah di beli kenapa gak mau muncul yaa,udah di refresh gk muncul juga,mohon bantuan secepatnya",4,3,3.14.0,2025-04-06 07:22:57,"Hi TIX Hunter, Mohon maaf atas ketidaknyamanan dalam bertransaksi di aplikasi TIX ID. Kami akan bantu memberikan solusi atas kendala yang terjadi, silahkan menghubungi Customer Support melalui email di  help@tix.id. Terima kasih/ Bella",2025-04-06 08:09:25,3.14.0
bcff170d-8418-4fbe-a86a-586452d76665,sandi sariatan,https://play-lh.googleusercontent.com/a-/ALV-UjXXQi13uObjhY4zZu3ZQqYRD46t_n3iVjaT7la7tY0ulgp-DOI,aplikasi error saat pesan tiket saat ini aplikasi lemot di saat orang mau nonton pesan tiket tak bisa,1,2,3.14.0,2025-04-13 03:47:53,"Dear TIX Hunter,

Terima kasih telah menghubungi TIX IDMohon maaf atas ketidaknyamanan yang Anda rasakan mengenai transaksi di aplikasi TIX ID. Mohon kesediaan Anda untuk merefresh aplikasi TIX ID dan silahkan melakukan pengecekan kembali pada aplikasi TIX ID Anda pada menu TIket Aktif.

Jika ada hal lain yang ingin disampaikan, mohon berkenan m...",2025-04-13 04:03:22,3.14.0
ae519928-fa4a-4661-ba06-3f9a358d919b,Yusril Aziz,https://play-lh.googleusercontent.com/a-/ALV-UjVR1RGTY3kbY-glYnp6wQ1W4cCPkrSqN2OPc1Y7M99GRhkh9YOd,"ada apa ini kok mau mesen tiket gak bisa bisa, lama banget prosesnya, padahal sinyal bagus",1,3,3.14.0,2025-04-12 05:01:53,"Hi TIX Hunter, kami mohon maaf atas ketidaknyamanan yang Anda alami. Mohon berkenan mengirimkan detailnya kepada kami melalui email di help@tix.id. Terima kasih / Bella",2025-04-12 08:25:40,3.14.0
24607b3e-9cc7-4b98-a1e9-5972f8f44c7c,Anang Fauzi,https://play-lh.googleusercontent.com/a-/ALV-UjUaYCuSRmNDqnOgBeZ8LVlmOedzpTi1sLNLa_U7yD3WnHaSDINl,eror terus... mau pesan gagal terus.. dicoba di semua hape sama saja.,1,3,3.14.0,2025-04-13 03:21:57,"Hi TIX Hunter, mohon maaf atas ketidaknyamanannya. Mohon berkenan mencoba kembali. Jika Anda memiliki pertanyaan lainnya, mohon untuk menghubungi Customer Service melalui email di help@tix.id. Terima kasih / Bella",2025-04-13 04:42:41,3.14.0
74cf23d6-7152-4fde-ae0e-e141ace9a4df,Septy Fadhilah,https://play-lh.googleusercontent.com/a-/ALV-UjW-5bLYbhnLqeQnI-AEA6ytJBO2XXzsf-jCqCXA9UwBPf-xhZdW,"udh pesen tiket udh bayar tapi tiba-tiba kursinya udh di booking duluan, uang ga balik gmn si 💔",1,3,3.14.0,2025-04-13 03:14:08,"Hi TIX Hunter, mohon maaf atas ketidaknyamanannya. Mohon berkenan mencoba kembali. Jika Anda memiliki pertanyaan lainnya, mohon untuk menghubungi Customer Service melalui email di help@tix.id. Terima kasih / Bella",2025-04-13 04:42:49,3.14.0
0445208a-9c4d-49dd-81f2-5b1de046ed2d,burhan zainudin,https://play-lh.googleusercontent.com/a-/ALV-UjU8mWh3ooro3-GOXNmX_oqGRA2w-sz8clXW_Yv8gwkfnxPgjcer,top markotop mau nonton di seluruh lokasi tinggal cek aja dan bayar pun lebih mudah,5,1,3.14.0,2025-04-12 08:32:20,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Bella",2025-04-12 09:09:32,3.14.0
3f1ac23d-69f9-4c10-b17d-faedda73f5c8,Farras AM,https://play-lh.googleusercontent.com/a-/ALV-UjUNoSOodY113SWLClVQDVY-rbfKY-nzv06YhvEE_Nv1LASVQAIK7g,Kenapa akhir akhir ini aplikasinya jadi lemot banget ya?? mau beli tiket bioskop ga bisa mulu,1,2,3.14.0,2025-04-12 03:18:09,"Hi TIX Hunter, kami mohon maaf atas ketidaknyamanan yang Anda alami. Mohon berkenan mengirimkan detailnya kepada kami melalui email di help@tix.id. Terima kasih / Bella",2025-04-12 08:25:40,3.14.0
9d7f2aad-7af1-43b7-9f2c-48c4bf4cad45,I Wayan Suhendrawan,https://play-lh.googleusercontent.com/a-/ALV-UjUVet8q7zAu5AXRcgftZ5eyleHaCv43uYQEFK-4Bna-WZfRNWHv,"Keren.., cepat banget buat pesan tiket bioskop di aplikasinya 👍 Pertama kali pesan tiket online karena kepengen nonton film Jumbo 😄",5,1,3.14.0,2025-04-14 15:49:03,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2025-04-15 02:10:01,3.14.0
58e92aeb-e2e9-4fdb-93b3-122a818e7531,Black Death,https://play-lh.googleusercontent.com/a-/ALV-UjWAFRbVv8yf0HELIV1sVghr_MQBBu_48LJp2AyvlTtkH3tD4wKr,"Uang saya lenyap begitu saja setelah itu saya tidak bisa menonton filmnya, udh gitu uang saya tidak bisa dikembalikan",2,2,3.14.0,2025-04-09 15:08:17,"Hi TIX Hunter, terima kasih atas review Anda dan kami mohon maaf atas ketidaknyamanan yang terjadi. Mohon berkenan mengirimkan info lengkapnya dengan menghubungi customer service kami melalui email di help@tix.id. Terima kasih/Miko",2025-04-10 05:13:51,3.14.0
f31722fc-4785-411e-b5d7-4029b5c34851,Julkifli,https://play-lh.googleusercontent.com/a/ACg8ocIPMtse5nocrvzyZQtgFdqJemb695U4lfFPgaDXu43CoO17kA=mo,"Untuk metode pembayaran, jgn hanya memakai satu pembayaran dari salah satu dompet digital saja min, setidaknya ada 3 pilihan, dompet digital, virtual account, sm Transfer m-banking. Satu lagi mode gelap, itu jg blum ada.",4,13,3.13.0,2025-02-03 01:42:24,"Hi TIX Hunter, saat ini tersedia metode pembayaran DANA, GoPay, ShopeePay, OVO, QRIS pada aplikasi TIX ID. Dengan DANA Anda dapat menggunakan kartu kredit/debit. Saran Anda akan kami tampung terlebih dahulu untuk kami pertimbangkan. Apabila ada hal yang ingin ditanyakan silahkan email ke help@tix.id. Terima kasih/Bagas",2025-02-03 02:43:02,3.13.0
5ee62b14-6426-4db3-b7f6-f2280a2e239c,Osse Kiki,https://play-lh.googleusercontent.com/a-/ALV-UjU0tNyBknWafV2_XW2JuxBGQGjwUnYgtJ_7m5bSjEcbZYe5iig,"Dengan menggunakan aplikasi TIX ID ngebantu banget Gan! Gak perlu repot-repot antri kalo kita mau nonton film di bioskop. Info film-filmnya dan lokasi bioskopnya juga lengkap bahkan kita di-update terus film-filmnya yang paling baru dan yang lagi HYPE!🤩 Promo-promonya juga bisa bikin kantong kita lebih hemat🤑 O iya, kita bisa sekalian langsung pesen makanan cemilan popcorn🍿 dan minuman 🍹buat sambil nonton film. Ada paket murah meriah juga LOHHH 🤑🤓",5,119,3.13.0,2025-02-02 03:06:57,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Bagas",2025-02-02 03:27:14,3.13.0
